Id,Name,ProductCode,Family,QuantityUnitOfMeasure,Description,CreatedDate,IsActive
01t8I3IcAgR0TlmYMW,Bruce Renee Cardenas,SYN-000165,Advisory,Each,Synthetic advisory offering for benchmark workloads.,2023-05-16T07:20:07Z,0
01tkY3ak5ZCRBHjYRC,Jonathan Jermaine Miller,SYN-000166,Hardware,Seat,Synthetic hardware offering for benchmark workloads.,2022-02-21T14:13:03Z,1
01tvZzWWmOWS6buIKU,Quantum Vertex Data Platform Ultimate Atlas,SYN-000167,Data Platform,Seat,Synthetic data platform offering for benchmark workloads.,2023-01-25T06:29:21Z,1
01t395c3btyYidWQZR,Christine Katie Williams,SYN-000168,Hardware,Each,Synthetic hardware offering for benchmark workloads.,2021-11-03T23:19:24Z,1
01tzXDuwSIeVNvXQKW,Zachary Gary Jones,SYN-000169,Support,Subscription,Synthetic support offering for benchmark workloads.,2022-10-04T05:17:19Z,1
01t7aWrLJOCiWZaA9Z,Dynamic Beacon Data Platform Select Aurora,SYN-000170,Data Platform,Subscription,Synthetic data platform offering for benchmark workloads.,2024-12-24T02:18:00Z,1
01tKjpEkxySpvI7IVL,Michael Jeremy Monroe,SYN-000171,Hardware,License,Synthetic hardware offering for benchmark workloads.,2023-05-17T22:21:16Z,1
01tUA1X0YZmoxZ1A4X,Modular Harbor Data Platform Essential Vector,SYN-000172,Data Platform,Seat,Synthetic data platform offering for benchmark workloads.,2022-10-13T11:53:59Z,1
01tLlltcGPITOCRAMC,Precision Compass Cloud Service Premier Cascade,SYN-000173,Cloud Service,Each,Synthetic cloud service offering for benchmark workloads.,2024-06-23T23:43:10Z,1
01tLQO6rC3r5eZ7I1Z,Stephen Michael Owens,SYN-000174,Support,Each,Synthetic support offering for benchmark workloads.,2023-09-03T16:13:59Z,1
01tFkHMuj8shz13IXI,Jordan Catherine Sullivan,SYN-000175,Support,License,Synthetic support offering for benchmark workloads.,2021-07-26T14:14:09Z,1
01tEGaSJJp85Ed1I1V,Adaptive Ember Data Platform Enterprise Cobalt,SYN-000176,Data Platform,Each,Synthetic data platform offering for benchmark workloads.,2023-07-09T01:40:00Z,1
01t1YY42ogr623kA2T,Thomas Jonathan Kennedy,SYN-000177,Advisory,License,Synthetic advisory offering for benchmark workloads.,2021-03-06T21:29:08Z,1
01tdZ9S6FdDot0OA01,David Natalie Schultz,SYN-000178,Support,Each,Synthetic support offering for benchmark workloads.,2025-09-07T14:58:12Z,1
01tRVZczygwfQeVYDN,Modular Foundry Cloud Service Core Horizon,SYN-000179,Cloud Service,Subscription,Synthetic cloud service offering for benchmark workloads.,2025-04-16T23:51:56Z,1
01tPjohq4E615TII7M,Stephen Cynthia Hamilton,SYN-000180,Hardware,License,Synthetic hardware offering for benchmark workloads.,2025-04-05T15:01:29Z,1
