Id,Name,StageName,CloseDate,Type,LeadSource,NextStep,ForecastCategoryName,CurrencyIsoCode,Description,CreatedDate,IsClosed,IsWon,Probability,Amount,AccountId,CampaignId,Pricebook2Id,SyncedQuoteId
000CQ9iBxBhpsC9QI8,Evertrail Goldenleaf Worldwide Collective - Adaptive Ember Advisory Vertex Nova Expansion,Prospecting,2027-05-02,Existing Customer - Upgrade,Event,Prepare proposal,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-08-21T23:03:22Z,0,0,10.0,968607.08,0015F3Mg4glglAzQRW,701BP1P0a1hwEg9QVB,01sQ4LtuJF9K1vlMFT,
00iQdjx4xLmOmbDYYY,Deltora Ironwood Southern Partners - Connected Vertex Cloud Service Essential Atlas Renewal,Needs Analysis,2026-06-28,New Customer,Customer Referral,Finalize terms,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-03-21T23:00:08Z,0,0,35.0,2453089.2,0018YzqdxvbgCoaYQU,,01sQ4LtuJF9K1vlMFT,0Q0J1Y6hbUUfoA80CS
81tp0rjFiQpPk6QI9L,Cinderquill Keystone Northern Analytics - Elastic Orbit Support Premier Horizon New Business,Closed Lost,2023-12-03,Existing Customer - Renewal,Outbound,Schedule review,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2023-05-17T17:58:11Z,1,0,0.0,831974.21,0019laP52dnqWh3AF4,,01sLoYtuPuiAhJSKZN,0Q0KOHRDKcK9A8kKKA
006UcoJCSG8nRUVASE,Brindlewave Moonridge Frontier Logistics - Modular Foundry Data Platform Select Pulse Renewal,Closed Lost,2025-02-15,Existing Customer - Upgrade,Outbound,Finalize terms,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2024-11-04T20:20:39Z,1,0,0.0,2186785.59,001Ql5gfswhLAUiIZH,,01sQ4LtuJF9K1vlMFT,
52tJCz8frqchjyuY71,Avenlo Redwood Worldwide Systems - Precision Beacon Training Vertex Atlas Expansion,Closed Won,2024-04-02,New Customer,Outbound,Confirm requirements,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2023-12-22T15:41:58Z,1,1,100.0,48476.35,001QMRyBoOV9ydJAFR,701dYnYIqY2uFSNQNW,01sf902KvuoXgXtOGX,
006dzHnAED6PNrzII8,Rivermark Silverline Southern Collective - Quantum Pioneer Training Essential Ion Expansion,Closed Lost,2023-06-11,Existing Customer - Renewal,Event,Confirm requirements,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2023-03-21T13:26:37Z,1,0,0.0,2258250.72,,,01sLoYtuPuiAhJSKZN,
006mHjfj2R0IoQ4A9W,Quarrylight Westwind Northern Partners - Unified Harbor Hardware Premier Solstice Expansion,Closed Lost,2023-11-14,Existing Customer - Renewal,Customer Referral,Prepare proposal,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2023-04-26T06:22:28Z,1,0,0.0,2117098.74,001IGpX26HWSL0HQPY,,01sQ4LtuJF9K1vlMFT,0Q0XVVjZaHI9eMrKNB
71iAW7GO0dwXsl4Q1S,Peregrine Hollow Brightwater Global Analytics - Adaptive Compass Support Standard Aurora New Business,Closed Lost,2024-05-02,Existing Customer - Renewal,Customer Referral,Prepare proposal,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2024-03-31T02:47:09Z,1,0,0.0,472055.58,001N2mO6ogfdaXBYDK,,01sf902KvuoXgXtOGX,0Q0D5YCZ2a7ovGV0D9
811AGzYwwbcrfyVQYD,Oakmere Copperfield Coastal Logistics - Connected Summit Advisory Core Meridian New Business,Closed Won,2023-12-29,Existing Customer - Upgrade,Outbound,Confirm requirements,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2023-11-10T10:04:49Z,1,1,100.0,1419694.67,001jIiXAhBEHXIPYQP,,01sf902KvuoXgXtOGX,
006RUyb5H5mlGxwAMW,Novacairn Farpoint Summit Systems - Elastic Lattice Data Platform Enterprise Vector Expansion,Negotiation/Review,2026-06-03,Existing Customer - Renewal,Event,Schedule review,Commit,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-02-02T20:34:19Z,0,0,75.0,1721444.82,00175Cmy8DqQrAKINI,,01sf902KvuoXgXtOGX,
81t4p4m3KTfbJKWYH1,Morrowfen Highland Pacific Collective - Modular Ember Support Professional Cascade New Business,Needs Analysis,2027-02-15,Existing Customer - Upgrade,Customer Referral,Confirm requirements,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-12-27T00:02:57Z,0,0,35.0,278824.12,001PFGdur2jMSzLAST,7017jaJGBUyVDFxICV,01sf902KvuoXgXtOGX,
006zsdrrV9V41dvA1L,Latticebrook Juniper Global Partners - Open Vertex Hardware Standard Meridian Renewal,Closed Won,2025-01-29,Existing Customer - Upgrade,Outbound,Schedule review,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2024-12-05T04:50:08Z,1,1,100.0,1738069.92,0014BI0PTpGJAb4ICJ,701AUDOzK5kG0AQQW3,01sf902KvuoXgXtOGX,
52tR0p53ylj7fAxAPB,Kestrel Arc Longview Coastal Analytics - Quantum Orbit Cloud Service Core Zenith New Business,Closed Won,2024-12-11,Existing Customer - Upgrade,Partner Referral,Finalize terms,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2024-08-06T21:52:27Z,1,1,100.0,2095430.51,001LW8OXe6IEB5RAZR,701fkp1RoMk6AO1AXX,01sLoYtuPuiAhJSKZN,0Q0u7FJ2KhbrvoTKMN
00696luqMdP6Wm4YX0,Juniper Vale Northstar Summit Industries - Unified Foundry Support Enterprise Cobalt New Business,Needs Analysis,2026-06-17,New Customer,Web,Schedule review,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-01-25T04:58:18Z,0,0,35.0,763538.55,001DTfDp9zxDPNhAA2,7013ji5fs9KRMNZIMZ,01sf902KvuoXgXtOGX,
01tP4esz3eZDbeDAWQ,Ivorypine Silverline Pacific Systems - Adaptive Beacon Training Scale Nova New Business,Value Proposition,2026-07-11,Existing Customer - Renewal,Web,Schedule review,Best Case,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-05-30T23:28:16Z,0,0,50.0,870399.16,001KKAmmyUimvp7AGR,,01sf902KvuoXgXtOGX,
006WAXAIbChcpk5AOP,Harborlume Westwind Global Collective - Connected Pioneer Training Ultimate Zenith Expansion,Value Proposition,2027-03-29,Existing Customer - Upgrade,Event,Confirm requirements,Best Case,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-01-03T13:37:03Z,0,0,50.0,1132249.57,001nrvjrS2WHC2oY9X,701baEWnGlBqdzhA9Z,01sQ4LtuJF9K1vlMFT,
01tQM5PnFWcp4iOYNC,Glimmerforge Brightwater Eastern Partners - Elastic Harbor Training Edge Horizon Renewal,Negotiation/Review,2026-09-16,Existing Customer - Renewal,Organic Search,Schedule review,Commit,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-09-26T20:42:07Z,0,0,75.0,2093005.83,001yvWhfz01vDWFY3M,,01sf902KvuoXgXtOGX,
006vIpHM2n19iepAAQ,Fablecrest Copperfield Western Works - Modular Compass Cloud Service Foundation Pulse New Business,Closed Lost,2022-11-07,Existing Customer - Upgrade,Web,Finalize terms,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2022-06-09T19:35:40Z,1,0,0.0,1355128.42,001kMbAjX61mcJnIFJ,,01sQ4LtuJF9K1vlMFT,
006gQcx3HZHS3GXQDZ,Evertrail Farpoint Regional Industries - Open Summit Hardware Scale Atlas New Business,Value Proposition,2027-06-30,Existing Customer - Renewal,Organic Search,Finalize terms,Best Case,USD,Synthetic opportunity generated from aggregate CRM structure only.,2027-01-20T23:04:41Z,0,0,50.0,1985004.38,001jsWcaI2ueqNkQ4J,701623KY8ROVX35IU0,01sQ4LtuJF9K1vlMFT,
006vGCyn0AMg1cGQ4U,Deltora Highland Lakeside Systems - Quantum Lattice Support Ultimate Horizon Expansion,Prospecting,2026-08-20,New Customer,Partner Referral,Prepare proposal,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-03-02T02:24:21Z,0,0,10.0,1741329.23,001gcyiBi1aOx6uAJ7,,01sf902KvuoXgXtOGX,
701KVmhUT7rFgheQTD,Cinderquill Juniper Eastern Collective - Unified Ember Advisory Edge Solstice New Business,Prospecting,2026-05-08,Existing Customer - Upgrade,Event,Prepare proposal,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-02-21T18:44:58Z,0,0,10.0,2329613.02,001G40EGKjt7p96I7T,,01sLoYtuPuiAhJSKZN,
7007XajoQqgjc5CIMK,Brindlewave Longview Western Logistics - Virtual Vertex Data Platform Foundation Aurora New Business,Closed Lost,2024-07-12,Existing Customer - Renewal,Organic Search,Finalize terms,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2024-03-30T19:32:20Z,1,0,0.0,489819.6,001yWq2JW5BZvvMQ0L,,01sf902KvuoXgXtOGX,
006Y1Mvf6qcOjkhILA,Avenlo Northstar Regional Works - Connected Orbit Training Select Ion Renewal,Prospecting,2027-05-14,Existing Customer - Upgrade,Web,Finalize terms,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-08-06T08:50:46Z,0,0,10.0,1664793.21,001aJFstC9yWgafQNG,,01sLoYtuPuiAhJSKZN,
00670pdY4IyRJcsANP,Rivermark Redwood Lakeside Industries - Elastic Foundry Advisory Vertex Solstice New Business,Negotiation/Review,2027-05-21,Existing Customer - Renewal,Web,Confirm requirements,Commit,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-02-17T01:52:26Z,0,0,75.0,622084.0,001EzVzzzPDO3QjIJG,,01sLoYtuPuiAhJSKZN,0Q0P9DBcLxtnAwEK3Y
70tgFgk04tdi6gGAPV,Quarrylight Stonebridge Eastern Systems - Modular Beacon Hardware Essential Cascade Expansion,Closed Won,2023-04-16,New Customer,Customer Referral,Schedule review,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2023-01-12T08:01:25Z,1,1,100.0,661028.8,001IQen5JJcxOzsYOT,,01sQ4LtuJF9K1vlMFT,
021EN8Fd1z1p8WxA9N,Peregrine Hollow Bluecrest Worldwide Analytics - Open Pioneer Training Premier Meridian New Business,Closed Won,2025-12-28,Existing Customer - Renewal,Customer Referral,Prepare proposal,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-11-09T21:17:31Z,1,1,100.0,1802150.1,001lpuGrFmSTBnuY0M,,01sQ4LtuJF9K1vlMFT,
710QHOzzxyhjTfEIID,Oakmere Clearpath Southern Logistics - Quantum Harbor Cloud Service Select Vector Renewal,Prospecting,2026-07-07,New Customer,Event,Prepare proposal,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-08-04T15:30:32Z,0,0,10.0,1605838.48,0014RvX7ofOXrw9I9V,,01sf902KvuoXgXtOGX,0Q0xHBkp2qYichaCRK
701jvlXiDrnHB8fQV6,Novacairn Evergreen Northern Works - Unified Compass Hardware Vertex Cascade Expansion,Needs Analysis,2027-05-11,Existing Customer - Upgrade,Event,Confirm requirements,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-09-14T14:47:32Z,0,0,35.0,2008786.38,001oPLQgL6DtzXuQJ9,,01sf902KvuoXgXtOGX,
00ixs5i8iJUUoBHYRD,Morrowfen Goldenleaf Frontier Industries - Virtual Summit Cloud Service Essential Nova New Business,Qualification,2026-06-17,New Customer,Organic Search,Prepare proposal,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-02-24T06:49:25Z,0,0,20.0,1854394.63,0013e2Rh2QW4yB5YBM,,01sQ4LtuJF9K1vlMFT,0Q0yIabzmYlP6BS0BT
006OHS32pgAomz6I24,Latticebrook Ironwood Worldwide Partners - Connected Lattice Cloud Service Professional Zenith Expansion,Closed Won,2022-11-08,Existing Customer - Renewal,Partner Referral,Confirm requirements,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2021-12-29T00:38:08Z,1,1,100.0,1304446.53,001xCcjaWJxjfQtAJX,701T7xJocH3zs1NQYF,01sf902KvuoXgXtOGX,
000ivHnEkBtiEjzAF1,Kestrel Arc Keystone Southern Analytics - Elastic Ember Data Platform Standard Cobalt Expansion,Closed Won,2024-07-24,Existing Customer - Upgrade,Web,Confirm requirements,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2023-11-25T07:47:44Z,1,1,100.0,1069631.34,001gcyiBi1aOx6uAJ7,,01sf902KvuoXgXtOGX,0Q0ue5xPGAonUay0EI
511VHg0pbxkr9bRQ1X,Juniper Vale Moonridge Northern Logistics - Integrated Vertex Advisory Core Pulse Expansion,Closed Won,2024-12-18,Existing Customer - Upgrade,Organic Search,Finalize terms,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2024-05-23T19:46:56Z,1,1,100.0,1404995.96,0018haifivYezP7QUH,,01sLoYtuPuiAhJSKZN,
006LBCI52h0sNhLQ5G,Ivorypine Redwood Frontier Works - Open Orbit Support Enterprise Atlas Expansion,Qualification,2027-03-31,New Customer,Outbound,Confirm requirements,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-01-26T09:32:48Z,0,0,20.0,1750600.37,001Hbp8pEhElgRqIO2,701WVcR9nBSbxB9QPQ,01sLoYtuPuiAhJSKZN,0Q0rwx1cSi2AR8x0L3
006VxHY3176jKROAY4,Harborlume Stonebridge Worldwide Collective - Quantum Foundry Advisory Professional Horizon Expansion,Qualification,2027-02-08,Existing Customer - Renewal,Event,Finalize terms,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-10-25T00:57:52Z,0,0,20.0,814287.45,001b1XyoVMftFmnY3Z,701baEWnGlBqdzhA9Z,01sf902KvuoXgXtOGX,0Q0K7AYHPdHbSa9CLK
006VeVYtHgOLIndQWI,Glimmerforge Bluecrest Summit Partners - Unified Beacon Cloud Service Standard Pulse Expansion,Closed Lost,2024-06-21,Existing Customer - Upgrade,Organic Search,Confirm requirements,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2023-10-04T17:31:41Z,1,0,0.0,1127894.61,001oPLQgL6DtzXuQJ9,,01sf902KvuoXgXtOGX,0Q0iZCQoDjJ1XHeKEJ
006aSAlPyrq3CVXAAG,Fablecrest Clearpath Pacific Analytics - Virtual Pioneer Cloud Service Core Aurora New Business,Needs Analysis,2027-01-19,New Customer,Outbound,Prepare proposal,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-10-27T22:22:01Z,0,0,35.0,1969167.6,001HPdcdRz4xhIHI7A,701h4U4oQAUQUQiIO5,01sQ4LtuJF9K1vlMFT,0Q0TZn5zeF5xxYjS1N
006QBKVSYZ25TFrIKU,Evertrail Evergreen Global Logistics - Connected Harbor Training Foundation Ion Renewal,Qualification,2026-09-17,Existing Customer - Upgrade,Customer Referral,Schedule review,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-12-19T03:51:10Z,0,0,20.0,249718.91,001iIp10CH2rdjrQCH,,01sQ4LtuJF9K1vlMFT,0Q0f3jwTJnac2rzCRF
0061SrMEnwCH7hEQ5W,Deltora Goldenleaf Coastal Works - Elastic Compass Advisory Scale Solstice New Business,Negotiation/Review,2027-02-08,Existing Customer - Upgrade,Partner Referral,Prepare proposal,Commit,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-08-18T15:11:32Z,0,0,75.0,874723.26,001oPLQgL6DtzXuQJ9,701OLah01F81qKCQ4B,01sLoYtuPuiAhJSKZN,
001XiuNt6euLMPwA7Z,Cinderquill Ironwood Summit Collective - Integrated Summit Hardware Ultimate Aurora New Business,Closed Won,2025-07-08,Existing Customer - Renewal,Web,Schedule review,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-03-05T10:18:17Z,1,1,100.0,367455.0,001Ok5JQopT2gTPQYR,,01sQ4LtuJF9K1vlMFT,0Q0P2NfqYLeVzg2KIV
700xlDDxmPozXu1YYY,Brindlewave Keystone Pacific Partners - Open Lattice Data Platform Edge Meridian Renewal,Closed Lost,2023-01-13,New Customer,Customer Referral,Confirm requirements,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2022-09-02T10:44:21Z,1,0,0.0,2400372.59,001YbEX62vgcJCrQQH,701623KY8ROVX35IU0,01sf902KvuoXgXtOGX,0Q0DnTxYpleVwzz04T
006mhSlReBaJdFdQUJ,Avenlo Moonridge Global Analytics - Quantum Ember Hardware Foundation Vector New Business,Negotiation/Review,2026-11-23,Existing Customer - Renewal,Partner Referral,Prepare proposal,Commit,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-01-12T20:26:47Z,0,0,75.0,1624337.33,001ll0htSxmTlUFAHW,,01sQ4LtuJF9K1vlMFT,0Q0qMeZJX99BFiGC4C
006f78C28OIfLG7Q38,Rivermark Northstar Coastal Logistics - Rapid Vertex Advisory Scale Cascade Renewal,Qualification,2026-09-21,Existing Customer - Upgrade,Customer Referral,Confirm requirements,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-06-29T12:49:29Z,0,0,20.0,831330.26,001GikJVQQYFMgSI6M,,01sQ4LtuJF9K1vlMFT,0Q0OVTgyZa7zmwf00G
526tiVAAPhLu2fXQKK,Quarrylight Silverline Summit Systems - Virtual Orbit Hardware Ultimate Meridian New Business,Needs Analysis,2026-07-22,Existing Customer - Upgrade,Organic Search,Schedule review,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-09-21T15:44:14Z,0,0,35.0,1183827.73,001WPEcjxhamiNXYYJ,,01sf902KvuoXgXtOGX,
006XthhGBQz1tjfQH9,Peregrine Hollow Westwind Pacific Collective - Connected Foundry Advisory Essential Zenith Expansion,Qualification,2027-03-14,Existing Customer - Renewal,Web,Prepare proposal,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-11-21T13:53:54Z,0,0,20.0,2210968.78,001ygA3FAG75gTTAXO,7017jaJGBUyVDFxICV,01sLoYtuPuiAhJSKZN,0Q0nWzptaAM7smpSIP
811XTE2Rky3URobQRZ,Oakmere Brightwater Lakeside Partners - Elastic Beacon Cloud Service Premier Cobalt New Business,Prospecting,2026-08-08,Existing Customer - Upgrade,Partner Referral,Confirm requirements,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-10-21T10:56:22Z,0,0,10.0,2014088.68,001ibK3DfU4t31gYAM,701uy02vAEj9sQvINI,01sf902KvuoXgXtOGX,0Q0jzI420v3WJBR0QU
816w3x3e88STxUPYSA,Novacairn Copperfield Eastern Analytics - Integrated Pioneer Hardware Select Nova New Business,Closed Won,2023-09-14,New Customer,Partner Referral,Confirm requirements,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2023-06-24T22:32:09Z,1,1,100.0,391898.29,001Oil2EokU3tWpID9,701WVcR9nBSbxB9QPQ,01sf902KvuoXgXtOGX,
001oL00mAodv6UcYFE,Morrowfen Farpoint Western Industries - Open Harbor Cloud Service Vertex Zenith New Business,Needs Analysis,2026-10-30,Existing Customer - Upgrade,Event,Schedule review,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-10-20T21:38:09Z,0,0,35.0,872686.96,001d6L0YO7RdZlqYEZ,,01sf902KvuoXgXtOGX,0Q09NaODXuktN51SGD
006b5HcI332GhHZI2T,Latticebrook Highland Regional Systems - Quantum Compass Cloud Service Essential Horizon Renewal,Qualification,2026-07-14,Existing Customer - Upgrade,Event,Finalize terms,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-01-14T01:15:22Z,0,0,20.0,780539.22,001gn26KfjMg4ZII8J,,01sLoYtuPuiAhJSKZN,
80iuvw8G1Gk2RsPQXY,Kestrel Arc Juniper Lakeside Collective - Rapid Summit Advisory Premier Pulse New Business,Qualification,2026-07-14,Existing Customer - Renewal,Event,Finalize terms,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-05-27T15:21:59Z,0,0,20.0,1549185.05,001Ra45bI6XkX2bYRW,701rMiZr5gPnYq4I3U,01sLoYtuPuiAhJSKZN,0Q0gAHM6apzVj3a0I6
006xYftB5canLbLQ58,Juniper Vale Longview Eastern Partners - Virtual Lattice Advisory Select Atlas Renewal,Value Proposition,2026-05-20,New Customer,Organic Search,Finalize terms,Best Case,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-01-16T22:06:07Z,0,0,50.0,2378745.69,001KqKN8Jf0F9i9AKQ,7019g7m2YfxR5uxQ6M,01sf902KvuoXgXtOGX,
80iif3zS8vL3LMDA9N,Ivorypine Northstar Western Works - Connected Ember Cloud Service Core Ion Renewal,Negotiation/Review,2026-09-01,New Customer,Partner Referral,Schedule review,Commit,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-05-11T15:26:52Z,0,0,75.0,1419639.24,001lpuGrFmSTBnuY0M,7014Mb0gQuVkT1cIP4,01sLoYtuPuiAhJSKZN,
006uOxJYDyQJ2U4QO8,Harborlume Silverline Regional Industries - Dynamic Vertex Support Enterprise Solstice Renewal,Value Proposition,2027-04-08,New Customer,Partner Referral,Confirm requirements,Best Case,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-10-16T14:53:16Z,0,0,50.0,2147866.47,0019ojrY0cvCQ2UQ6L,,01sQ4LtuJF9K1vlMFT,
006yxHGxKQ6sMc2Q8D,Glimmerforge Westwind Lakeside Systems - Integrated Orbit Cloud Service Professional Aurora Renewal,Closed Lost,2025-01-12,Existing Customer - Upgrade,Customer Referral,Confirm requirements,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2024-08-03T16:44:58Z,1,0,0.0,705783.68,001lUr971GtA6wXYCT,,01sf902KvuoXgXtOGX,0Q0G4A4r3uGEclOKER
006WonYZXAjQ90LQSO,Fablecrest Brightwater Frontier Collective - Open Foundry Advisory Standard Ion New Business,Negotiation/Review,2026-08-11,Existing Customer - Upgrade,Customer Referral,Schedule review,Commit,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-06-14T23:40:11Z,0,0,75.0,2018777.36,0018haifivYezP7QUH,,01sf902KvuoXgXtOGX,0Q0wunz6Pgkzdw3SAO
006iBddcNa259HfYWT,Evertrail Copperfield Worldwide Logistics - Quantum Beacon Hardware Core Vector Renewal,Prospecting,2027-05-29,New Customer,Outbound,Confirm requirements,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-09-27T05:38:03Z,0,0,10.0,2229870.82,001GJ2vwlaXONX0IFT,701HZkqvaYkvEU4AAJ,01sf902KvuoXgXtOGX,
011JxfixcCLvwAjYHP,Deltora Farpoint Southern Works - Rapid Pioneer Data Platform Enterprise Cascade Renewal,Prospecting,2027-05-27,Existing Customer - Renewal,Event,Prepare proposal,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-11-04T12:36:08Z,0,0,10.0,685327.65,001PFA4WC7yjw84AX1,,01sf902KvuoXgXtOGX,0Q0y0wn54qgGZ6mC1D
710cjvPbFrUQCs3I5D,Cinderquill Highland Northern Industries - Virtual Harbor Hardware Professional Meridian Renewal,Negotiation/Review,2027-06-28,Existing Customer - Renewal,Partner Referral,Prepare proposal,Commit,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-08-04T22:08:32Z,0,0,75.0,2276189.62,001Ee8rMt958Fh9Y0A,,01sLoYtuPuiAhJSKZN,
00671SdVpjtpgDaQPP,Brindlewave Juniper Frontier Systems - Connected Compass Cloud Service Ultimate Vector Renewal,Value Proposition,2026-07-05,New Customer,Partner Referral,Finalize terms,Best Case,USD,Synthetic opportunity generated from aggregate CRM structure only.,2025-05-03T04:53:02Z,0,0,50.0,2370332.19,001UFuHNhHx2c9ZQQ9,701fkp1RoMk6AO1AXX,01sLoYtuPuiAhJSKZN,
526F3l9AGlkv8pfIWP,Avenlo Longview Worldwide Analytics - Dynamic Summit Hardware Edge Cobalt Renewal,Closed Lost,2024-12-17,New Customer,Organic Search,Finalize terms,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2024-07-21T03:28:41Z,1,0,0.0,1277867.45,001oC8KT3LUvyYxQCY,,01sQ4LtuJF9K1vlMFT,
5011NNINPu91uTFIKD,Rivermark Moonridge Southern Logistics - Integrated Lattice Hardware Foundation Nova Expansion,Closed Won,2023-02-14,Existing Customer - Upgrade,Web,Prepare proposal,Closed,USD,Synthetic opportunity generated from aggregate CRM structure only.,2022-09-17T07:43:47Z,1,1,100.0,1829817.09,001UOxBH2bj2wUdQNQ,,01sQ4LtuJF9K1vlMFT,0Q0jiFmsGsBz53ASB9
72ttHoExhn8TD4pYOO,Quarrylight Redwood Northern Works - Open Ember Training Scale Zenith New Business,Qualification,2026-09-15,Existing Customer - Upgrade,Event,Schedule review,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-03-17T09:21:13Z,0,0,20.0,1508695.8,001tvKQbYklnB9tY2P,,01sLoYtuPuiAhJSKZN,0Q0nFeFvTQmmhWPKV8
001u1OOodfcF8MkAB6,Peregrine Hollow Stonebridge Frontier Industries - Precision Vertex Support Ultimate Cobalt Expansion,Value Proposition,2026-12-26,New Customer,Event,Schedule review,Best Case,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-04-23T00:38:17Z,0,0,50.0,1716259.14,0012tOpQ4NIa7RbIUI,,01sQ4LtuJF9K1vlMFT,
006GLbxrwfSO2q1QTV,Oakmere Bluecrest Coastal Systems - Rapid Orbit Data Platform Edge Pulse Expansion,Negotiation/Review,2027-03-15,Existing Customer - Renewal,Partner Referral,Schedule review,Commit,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-01-26T06:33:26Z,0,0,75.0,1364842.44,001S3iMdhglkGGXA4V,7017OD7USLqvwTSQ40,01sQ4LtuJF9K1vlMFT,0Q0ETQHN2FEBxkf0BE
0064bcL3jgpgPnnAG0,Novacairn Clearpath Summit Analytics - Virtual Foundry Support Foundation Atlas New Business,Qualification,2026-12-07,Existing Customer - Renewal,Web,Confirm requirements,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-02-09T09:10:51Z,0,0,20.0,596039.9,0019ojrY0cvCQ2UQ6L,701AUP2DWX9vWyrQNF,01sQ4LtuJF9K1vlMFT,
006uyPvdHXhpZOyQTO,Morrowfen Evergreen Pacific Logistics - Connected Beacon Support Select Horizon Expansion,Qualification,2027-03-12,New Customer,Event,Confirm requirements,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-05-15T14:04:43Z,0,0,20.0,1724669.12,0019ajAWDOEHbBzQ2L,701fkp1RoMk6AO1AXX,01sf902KvuoXgXtOGX,
020fW53Isoqztc4QVF,Latticebrook Goldenleaf Global Works - Dynamic Pioneer Advisory Vertex Pulse New Business,Prospecting,2026-08-29,New Customer,Customer Referral,Finalize terms,Pipeline,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-07-07T15:47:06Z,0,0,10.0,895114.46,001tL6I6V8CRe45IK4,,01sf902KvuoXgXtOGX,0Q04alv8xGYWgwY0ZH
006rOXi3qQ0tFMMA11,Kestrel Arc Ironwood Coastal Industries - Integrated Harbor Training Essential Aurora Expansion,Negotiation/Review,2027-02-13,New Customer,Event,Finalize terms,Commit,USD,Synthetic opportunity generated from aggregate CRM structure only.,2026-01-23T11:49:25Z,0,0,75.0,879056.7,0018MjZShtig55PAG6,,01sf902KvuoXgXtOGX,0Q00M3Ds3vpVb8sCM6
