Id,Name,ProductCode,Family,QuantityUnitOfMeasure,Description,CreatedDate,IsActive
01tPHiS44NBUdL8I3C,Elastic Vertex Support Enterprise Meridian,SYN-000157,Support,Subscription,Synthetic support offering for benchmark workloads.,2026-05-16T09:56:59Z,1
01ticCsbXrjWF9FAH9,Modular Orbit Data Platform Professional Vector,SYN-000158,Data Platform,License,Synthetic data platform offering for benchmark workloads.,2021-12-15T03:48:16Z,1
01tFgTvcjvryYPbIQU,Precision Foundry Support Standard Cascade,SYN-000159,Support,Seat,Synthetic support offering for benchmark workloads.,2025-07-18T04:55:00Z,1
01tSN9ryyEsSczxIUK,Rapid Beacon Support Core Nova,SYN-000160,Support,Each,Synthetic support offering for benchmark workloads.,2023-10-02T08:59:34Z,1
01tBFNGrwq1AKgWQZM,Unified Pioneer Support Enterprise Zenith,SYN-000161,Support,License,Synthetic support offering for benchmark workloads.,2023-06-05T01:13:46Z,1
01tEaTYFbf62XyrIGE,Adaptive Harbor Training Scale Cobalt,SYN-000162,Training,Each,Synthetic training offering for benchmark workloads.,2026-02-25T10:52:32Z,1
01t1WVbvQg0mCR8IQ5,Dynamic Compass Cloud Service Ultimate Nova,SYN-000163,Cloud Service,License,Synthetic cloud service offering for benchmark workloads.,2021-08-24T03:06:14Z,1
01tumnfMgDuHzp5IGE,Elastic Summit Data Platform Edge Atlas,SYN-000164,Data Platform,License,Synthetic data platform offering for benchmark workloads.,2022-01-03T10:55:21Z,1
01t8I3IcAgR0TlmYMW,Modular Lattice Advisory Foundation Horizon,SYN-000165,Advisory,Each,Synthetic advisory offering for benchmark workloads.,2023-05-16T07:20:07Z,0
01tkY3ak5ZCRBHjYRC,Precision Ember Hardware Scale Pulse,SYN-000166,Hardware,Seat,Synthetic hardware offering for benchmark workloads.,2022-02-21T14:13:03Z,1
01tvZzWWmOWS6buIKU,Quantum Vertex Data Platform Ultimate Atlas,SYN-000167,Data Platform,Seat,Synthetic data platform offering for benchmark workloads.,2023-01-25T06:29:21Z,1
01t395c3btyYidWQZR,Unified Orbit Hardware Edge Ion,SYN-000168,Hardware,Each,Synthetic hardware offering for benchmark workloads.,2021-11-03T23:19:24Z,1
01tzXDuwSIeVNvXQKW,Adaptive Foundry Support Premier Solstice,SYN-000169,Support,Subscription,Synthetic support offering for benchmark workloads.,2022-10-04T05:17:19Z,1
01t7aWrLJOCiWZaA9Z,Dynamic Beacon Data Platform Select Aurora,SYN-000170,Data Platform,Subscription,Synthetic data platform offering for benchmark workloads.,2024-12-24T02:18:00Z,1
01tKjpEkxySpvI7IVL,Elastic Pioneer Hardware Vertex Ion,SYN-000171,Hardware,License,Synthetic hardware offering for benchmark workloads.,2023-05-17T22:21:16Z,1
01tUA1X0YZmoxZ1A4X,Modular Harbor Data Platform Essential Vector,SYN-000172,Data Platform,Seat,Synthetic data platform offering for benchmark workloads.,2022-10-13T11:53:59Z,1
01tLlltcGPITOCRAMC,Precision Compass Cloud Service Premier Cascade,SYN-000173,Cloud Service,Each,Synthetic cloud service offering for benchmark workloads.,2024-06-23T23:43:10Z,1
01tLQO6rC3r5eZ7I1Z,Quantum Summit Support Select Meridian,SYN-000174,Support,Each,Synthetic support offering for benchmark workloads.,2023-09-03T16:13:59Z,1
01tFkHMuj8shz13IXI,Unified Lattice Support Vertex Vector,SYN-000175,Support,License,Synthetic support offering for benchmark workloads.,2021-07-26T14:14:09Z,1
01tEGaSJJp85Ed1I1V,Adaptive Ember Data Platform Enterprise Cobalt,SYN-000176,Data Platform,Each,Synthetic data platform offering for benchmark workloads.,2023-07-09T01:40:00Z,1
01t1YY42ogr623kA2T,Connected Vertex Advisory Professional Nova,SYN-000177,Advisory,License,Synthetic advisory offering for benchmark workloads.,2021-03-06T21:29:08Z,1
01tdZ9S6FdDot0OA01,Elastic Orbit Support Standard Zenith,SYN-000178,Support,Each,Synthetic support offering for benchmark workloads.,2025-09-07T14:58:12Z,1
01tRVZczygwfQeVYDN,Modular Foundry Cloud Service Core Horizon,SYN-000179,Cloud Service,Subscription,Synthetic cloud service offering for benchmark workloads.,2025-04-16T23:51:56Z,1
01tPjohq4E615TII7M,Precision Beacon Hardware Enterprise Pulse,SYN-000180,Hardware,License,Synthetic hardware offering for benchmark workloads.,2025-04-05T15:01:29Z,1
